IPL Edition,Date,Time,Stadium,City,Match Details,Team 1,Team 2,Team Bowling,Total Runs Conceeded,Total Wickets Taken,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
2022,2022-04-16,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Royal Challengers Bangalore, 27th Match",Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,173,7,Harshal Patel,4.0,0.0,40.0,0.0,0.0,1.0,10.0
2022,2022-04-16,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Royal Challengers Bangalore, 27th Match",Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,173,7,Wanindu Hasaranga,4.0,0.0,40.0,1.0,0.0,0.0,10.0
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,151,10,Bhuvneshwar,4.0,0.0,22.0,3.0,0.0,0.0,5.5
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,151,10,Marco Jansen,4.0,0.0,35.0,0.0,0.0,1.0,8.8
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,151,10,T Natarajan,4.0,0.0,38.0,1.0,0.0,5.0,9.5
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,151,10,J Suchith,4.0,0.0,28.0,1.0,0.0,1.0,7.0
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,151,10,Umran Malik,4.0,1.0,28.0,4.0,0.0,0.0,7.0
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Punjab Kings Innings,152,3,Vaibhav Arora,3.5,0.0,35.0,0.0,0.0,0.0,9.1
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Punjab Kings Innings,152,3,Kagiso Rabada,4.0,0.0,29.0,1.0,0.0,0.0,7.2
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Punjab Kings Innings,152,3,Arshdeep Singh,4.0,0.0,32.0,0.0,0.0,2.0,8.0
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Punjab Kings Innings,152,3,Rahul Chahar,4.0,0.0,28.0,2.0,0.0,5.0,7.0
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Punjab Kings Innings,152,3,Odean Smith,1.0,0.0,8.0,0.0,0.0,0.0,8.0
2022,2022-04-17,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Punjab Kings vs Sunrisers Hyderabad, 28th Match",Punjab Kings,Sunrisers Hyderabad,Punjab Kings Innings,152,3,Liam Livingstone,2.0,0.0,19.0,0.0,0.0,0.0,9.5
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,169,5,Shami,4.0,0.0,20.0,1.0,0.0,2.0,5.0
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,169,5,Yash Dayal,4.0,0.0,40.0,1.0,1.0,1.0,10.0
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,169,5,Alzarri Joseph,4.0,0.0,34.0,2.0,0.0,1.0,8.5
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,169,5,Lockie Ferguson,4.0,0.0,46.0,0.0,0.0,0.0,11.5
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,169,5,Rashid Khan (c),4.0,0.0,29.0,0.0,0.0,0.0,7.2
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,170,7,Mukesh Choudhary,3.0,0.0,18.0,1.0,0.0,1.0,6.0
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,170,7,Maheesh Theekshana,4.0,0.0,24.0,2.0,0.0,0.0,6.0
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,170,7,Chris Jordan,3.5,0.0,58.0,0.0,1.0,0.0,15.1
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,170,7,Ravindra Jadeja (c),3.0,0.0,25.0,1.0,0.0,0.0,8.3
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,170,7,Moeen Ali,2.0,0.0,17.0,0.0,0.0,0.0,8.5
2022,2022-04-17,07:30 PM,Maharashtra Cricket Association Stadium,Pune,"Gujarat Titans vs Chennai Super Kings, 29th Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,170,7,Dwayne Bravo,4.0,1.0,23.0,3.0,0.0,0.0,5.8
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders Innings,217,5,,4.0,0.0,44.0,0.0,1.0,0.0,11.0
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders Innings,217,5,Shivam Mavi,4.0,0.0,34.0,1.0,0.0,0.0,8.5
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders Innings,217,5,Chakaravarthy,2.0,0.0,30.0,0.0,0.0,1.0,15.0
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders Innings,217,5,Cummins,4.0,0.0,50.0,1.0,0.0,2.0,12.5
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders Innings,217,5,Narine,4.0,0.0,21.0,2.0,0.0,2.0,5.2
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders Innings,217,5,Russell,2.0,0.0,29.0,1.0,0.0,1.0,14.5
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals Innings,210,10,Trent Boult,4.0,0.0,48.0,0.0,0.0,0.0,12.0
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals Innings,210,10,Prasidh Krishna,4.0,0.0,43.0,1.0,0.0,5.0,10.8
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals Innings,210,10,Obed McCoy,3.4,0.0,41.0,2.0,0.0,4.0,11.2
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals Innings,210,10,Ravichandran Ashwin,4.0,0.0,38.0,1.0,0.0,0.0,9.5
2022,2022-04-18,07:30 PM,Brabourne Stadium,Mumbai,"Rajasthan Royals vs Kolkata Knight Riders, 30th Match",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals Innings,210,10,Yuzvendra Chahal,4.0,0.0,40.0,5.0,0.0,4.0,10.0
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants Innings,181,6,Chameera,3.0,0.0,31.0,2.0,0.0,1.0,10.3
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants Innings,181,6,Avesh Khan,4.0,0.0,33.0,0.0,0.0,1.0,8.2
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants Innings,181,6,Krunal Pandya,4.0,0.0,29.0,1.0,0.0,0.0,7.2
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants Innings,181,6,Ravi Bishnoi,4.0,0.0,47.0,0.0,1.0,1.0,11.8
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants Innings,181,6,Holder,4.0,0.0,25.0,2.0,0.0,2.0,6.2
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants Innings,181,6,Stoinis,1.0,0.0,14.0,0.0,0.0,1.0,14.0
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,163,8,Mohammed Siraj,4.0,0.0,31.0,1.0,0.0,1.0,7.8
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,163,8,Glenn Maxwell,2.0,0.0,11.0,1.0,0.0,1.0,5.5
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,163,8,Josh Hazlewood,4.0,0.0,25.0,4.0,0.0,2.0,6.2
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,163,8,Shahbaz Ahmed,4.0,0.0,25.0,0.0,0.0,0.0,6.2
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,163,8,Harshal Patel,4.0,0.0,47.0,2.0,0.0,7.0,11.8
2022,2022-04-19,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Lucknow Super Giants vs Royal Challengers Bangalore, 31st Match",Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore Innings,163,8,Wanindu Hasaranga,2.0,0.0,20.0,0.0,0.0,0.0,10.0
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Delhi Capitals Innings,115,10,Thakur,2.0,0.0,20.0,0.0,0.0,0.0,10.0
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Delhi Capitals Innings,115,10,Khaleel Ahmed,4.0,0.0,21.0,2.0,0.0,1.0,5.2
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Delhi Capitals Innings,115,10,Lalit Yadav,2.0,0.0,11.0,2.0,0.0,0.0,5.5
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Delhi Capitals Innings,115,10,Mustafizur,4.0,0.0,28.0,1.0,0.0,0.0,7.0
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Delhi Capitals Innings,115,10,Axar,4.0,0.0,10.0,2.0,0.0,0.0,2.5
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Delhi Capitals Innings,115,10,Kuldeep Yadav,4.0,0.0,24.0,2.0,0.0,0.0,6.0
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Punjab Kings Innings,119,1,Vaibhav Arora,2.0,0.0,31.0,0.0,0.0,0.0,15.5
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Punjab Kings Innings,119,1,Kagiso Rabada,3.0,0.0,35.0,0.0,0.0,1.0,11.7
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Punjab Kings Innings,119,1,Arshdeep Singh,1.0,0.0,17.0,0.0,0.0,3.0,17.0
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Punjab Kings Innings,119,1,Nathan Ellis,2.0,0.0,15.0,0.0,0.0,2.0,7.5
2022,2022-04-20,07:30 PM,Brabourne Stadium,Mumbai,"Delhi Capitals vs Punjab Kings, 32nd Match",Delhi Capitals,Punjab Kings,Punjab Kings Innings,119,1,Rahul Chahar,2.3,0.0,21.0,1.0,0.0,0.0,8.4
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Chennai Super Kings Innings,155,7,Mukesh Choudhary,3.0,0.0,19.0,3.0,0.0,1.0,6.3
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Chennai Super Kings Innings,155,7,Santner,3.0,0.0,16.0,1.0,0.0,0.0,5.3
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Chennai Super Kings Innings,155,7,M Theekshana,4.0,0.0,35.0,1.0,0.0,0.0,8.8
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Chennai Super Kings Innings,155,7,Ravindra Jadeja (c),4.0,0.0,30.0,0.0,0.0,0.0,7.5
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Chennai Super Kings Innings,155,7,Pretorius,2.0,0.0,17.0,0.0,0.0,0.0,8.5
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Chennai Super Kings Innings,155,7,DJ Bravo,4.0,0.0,36.0,2.0,0.0,2.0,9.0
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Mumbai Indians Innings,156,7,Daniel Sams,4.0,0.0,30.0,4.0,0.0,1.0,7.5
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Mumbai Indians Innings,156,7,Jasprit Bumrah,4.0,0.0,29.0,0.0,0.0,2.0,7.2
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Mumbai Indians Innings,156,7,Riley Meredith,4.0,0.0,25.0,1.0,0.0,2.0,6.2
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Mumbai Indians Innings,156,7,Jaydev Unadkat,4.0,0.0,48.0,2.0,0.0,1.0,12.0
2022,2022-04-21,07:30 PM,Dr DY Patil Sports Academy,Mumbai,"Mumbai Indians vs Chennai Super Kings, 33rd Match",Mumbai Indians,Chennai Super Kings,Mumbai Indians Innings,156,7,Hrithik Shokeen,4.0,0.0,23.0,0.0,0.0,1.0,5.8
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Delhi Capitals Innings,222,2,Khaleel Ahmed,4.0,0.0,47.0,1.0,0.0,1.0,11.8
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Delhi Capitals Innings,222,2,Thakur,3.0,1.0,29.0,0.0,0.0,2.0,9.7
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Delhi Capitals Innings,222,2,Lalit Yadav,4.0,0.0,41.0,0.0,0.0,0.0,10.2
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Delhi Capitals Innings,222,2,Mustafizur,4.0,0.0,43.0,1.0,0.0,0.0,10.8
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Delhi Capitals Innings,222,2,Kuldeep Yadav,3.0,0.0,40.0,0.0,0.0,1.0,13.3
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Delhi Capitals Innings,222,2,Axar,2.0,0.0,21.0,0.0,0.0,0.0,10.5
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Rajasthan Royals Innings,207,8,Trent Boult,4.0,0.0,47.0,0.0,0.0,1.0,11.8
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Rajasthan Royals Innings,207,8,Prasidh Krishna,4.0,1.0,22.0,3.0,0.0,0.0,5.5
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Rajasthan Royals Innings,207,8,Obed McCoy,3.0,0.0,52.0,1.0,1.0,2.0,17.3
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Rajasthan Royals Innings,207,8,Ravichandran Ashwin,4.0,0.0,32.0,2.0,0.0,2.0,8.0
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Rajasthan Royals Innings,207,8,Yuzvendra Chahal,4.0,0.0,28.0,1.0,0.0,1.0,7.0
2022,2022-04-22,07:30 PM,Wankhede Stadium,Mumbai,"Delhi Capitals vs Rajasthan Royals, 34th Match",Delhi Capitals,Rajasthan Royals,Rajasthan Royals Innings,207,8,Riyan Parag,1.0,0.0,22.0,0.0,0.0,2.0,22.0
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders Innings,156,9,Umesh,4.0,0.0,31.0,,0.0,0.0,7.8
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders Innings,156,9,Southee,4.0,0.0,24.0,3.0,0.0,2.0,6.0
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders Innings,156,9,Shivam Mavi,4.0,0.0,36.0,1.0,0.0,3.0,9.0
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders Innings,156,9,Narine,4.0,0.0,31.0,0.0,0.0,0.0,7.8
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders Innings,156,9,Chakaravarthy,3.0,0.0,26.0,0.0,0.0,2.0,8.7
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders Innings,156,9,Russell,1.0,0.0,5.0,4.0,0.0,0.0,5.0
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans Innings,148,8,Mohammed Shami,4.0,0.0,20.0,2.0,0.0,1.0,5.0
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans Innings,148,8,Yash Dayal,4.0,0.0,42.0,2.0,1.0,2.0,10.5
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans Innings,148,8,Alzarri Joseph,4.0,0.0,31.0,1.0,0.0,2.0,7.8
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans Innings,148,8,Lockie Ferguson,4.0,0.0,33.0,1.0,0.0,1.0,8.2
2022,2022-04-23,03:30 PM,Dr DY Patil Sports Academy,Mumbai,"Kolkata Knight Riders vs Gujarat Titans, 35th Match",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans Innings,148,8,Rashid Khan,4.0,0.0,22.0,2.0,0.0,0.0,5.5
2022,2022-04-23,07:30 PM,Brabourne Stadium,Mumbai,"Royal Challengers Bangalore vs Sunrisers Hyderabad, 36th Match",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,68,10,Bhuvneshwar,2.1,0.0,8.0,1.0,0.0,0.0,3.7
2022,2022-04-23,07:30 PM,Brabourne Stadium,Mumbai,"Royal Challengers Bangalore vs Sunrisers Hyderabad, 36th Match",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,68,10,Marco Jansen,4.0,0.0,25.0,3.0,0.0,3.0,6.2
2022,2022-04-23,07:30 PM,Brabourne Stadium,Mumbai,"Royal Challengers Bangalore vs Sunrisers Hyderabad, 36th Match",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,68,10,T Natarajan,3.0,0.0,10.0,3.0,0.0,5.0,3.3
2022,2022-04-23,07:30 PM,Brabourne Stadium,Mumbai,"Royal Challengers Bangalore vs Sunrisers Hyderabad, 36th Match",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,68,10,J Suchith,3.0,0.0,12.0,2.0,0.0,2.0,4.0
2022,2022-04-23,07:30 PM,Brabourne Stadium,Mumbai,"Royal Challengers Bangalore vs Sunrisers Hyderabad, 36th Match",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad Innings,68,10,Umran Malik,4.0,0.0,13.0,1.0,1.0,1.0,3.2
2022,2022-04-23,07:30 PM,Brabourne Stadium,Mumbai,"Royal Challengers Bangalore vs Sunrisers Hyderabad, 36th Match",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore Innings,72,1,Mohammed Siraj,2.0,0.0,15.0,0.0,0.0,1.0,7.5
2022,2022-04-23,07:30 PM,Brabourne Stadium,Mumbai,"Royal Challengers Bangalore vs Sunrisers Hyderabad, 36th Match",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore Innings,72,1,Josh Hazlewood,3.0,0.0,31.0,0.0,0.0,0.0,10.3
